start_time,end_time,timespan,kind_of_data,range_of_data,attribute,all_data,training_data,test_data,accuracy,confusion_matrix,score_report
2021-10-10 20:41:18.620171,2021-10-10 20:41:21.542046,1h,"neg_count, neu_count, pos_count",2,6,5086,4359,727,0.420907840440165,"[[ 70 109  55]
 [ 46 148  51]
 [ 45 115  88]]","{'neg': {'precision': 0.43478260869565216, 'recall': 0.29914529914529914, 'f1-score': 0.35443037974683544, 'support': 234}, 'neu': {'precision': 0.3978494623655914, 'recall': 0.6040816326530613, 'f1-score': 0.47974068071312803, 'support': 245}, 'pos': {'precision': 0.4536082474226804, 'recall': 0.3548387096774194, 'f1-score': 0.39819004524886875, 'support': 248}, 'accuracy': 0.42090784044016505, 'macro avg': {'precision': 0.42874677282797463, 'recall': 0.4193552138252599, 'f1-score': 0.4107870352362774, 'support': 727}, 'weighted avg': {'precision': 0.4287580386178504, 'recall': 0.42090784044016505, 'f1-score': 0.41158776734139657, 'support': 727}}"
2021-10-10 20:41:21.604547,2021-10-10 20:41:34.213935,30m,"neg_count, neu_count, pos_count",2,6,10174,8720,1454,0.390646492434663,"[[133 212 138]
 [ 92 288 110]
 [124 210 147]]","{'neg': {'precision': 0.38108882521489973, 'recall': 0.2753623188405797, 'f1-score': 0.31971153846153844, 'support': 483}, 'neu': {'precision': 0.4056338028169014, 'recall': 0.5877551020408164, 'f1-score': 0.48000000000000004, 'support': 490}, 'pos': {'precision': 0.3721518987341772, 'recall': 0.30561330561330563, 'f1-score': 0.33561643835616434, 'support': 481}, 'accuracy': 0.390646492434663, 'macro avg': {'precision': 0.38629150892199277, 'recall': 0.38957690883156726, 'f1-score': 0.3784426589392343, 'support': 1454}, 'weighted avg': {'precision': 0.3864040778887328, 'recall': 0.390646492434663, 'f1-score': 0.3789904951349643, 'support': 1454}}"
2021-10-10 20:41:34.260797,2021-10-10 20:42:26.588916,15m,"neg_count, neu_count, pos_count",2,6,20350,17442,2908,0.3772352132049518,"[[214 449 298]
 [173 616 257]
 [192 442 267]]","{'neg': {'precision': 0.3696027633851468, 'recall': 0.222684703433923, 'f1-score': 0.27792207792207785, 'support': 961}, 'neu': {'precision': 0.40875912408759124, 'recall': 0.5889101338432122, 'f1-score': 0.4825695260477869, 'support': 1046}, 'pos': {'precision': 0.3248175182481752, 'recall': 0.29633740288568255, 'f1-score': 0.3099245502031341, 'support': 901}, 'accuracy': 0.37723521320495185, 'macro avg': {'precision': 0.3677264685736377, 'recall': 0.3693107467209393, 'f1-score': 0.35680538472433293, 'support': 2908}, 'weighted avg': {'precision': 0.3698111703405613, 'recall': 0.37723521320495185, 'f1-score': 0.3614487141891766, 'support': 2908}}"
2021-10-10 20:42:26.651422,2021-10-10 20:51:34.526417,5m,"neg_count, neu_count, pos_count",2,6,61054,52332,8722,0.361270350836964,"[[1012  822 1008]
 [1009 1190  927]
 [ 985  820  949]]","{'neg': {'precision': 0.3366600133067199, 'recall': 0.35608726249120337, 'f1-score': 0.34610123119015046, 'support': 2842}, 'neu': {'precision': 0.4201977401129944, 'recall': 0.38067818298144596, 'f1-score': 0.3994629070157771, 'support': 3126}, 'pos': {'precision': 0.3290568654646325, 'recall': 0.34458968772694265, 'f1-score': 0.33664420007094714, 'support': 2754}, 'accuracy': 0.361270350836964, 'macro avg': {'precision': 0.36197153962811557, 'recall': 0.3604517110665307, 'f1-score': 0.36073611275895817, 'support': 8722}, 'weighted avg': {'precision': 0.36419955295809636, 'recall': 0.361270350836964, 'f1-score': 0.362240182683916, 'support': 8722}}"
2021-10-10 20:51:34.588922,2021-10-10 20:51:34.620162,1d,"neg_count, neu_count, pos_count",3,9,209,179,30,0.3666666666666666,"[[1 4 3]
 [2 7 1]
 [2 7 3]]","{'neg': {'precision': 0.2, 'recall': 0.125, 'f1-score': 0.15384615384615385, 'support': 8}, 'neu': {'precision': 0.3888888888888889, 'recall': 0.7, 'f1-score': 0.5, 'support': 10}, 'pos': {'precision': 0.42857142857142855, 'recall': 0.25, 'f1-score': 0.3157894736842105, 'support': 12}, 'accuracy': 0.36666666666666664, 'macro avg': {'precision': 0.33915343915343915, 'recall': 0.35833333333333334, 'f1-score': 0.3232118758434548, 'support': 30}, 'weighted avg': {'precision': 0.35439153439153437, 'recall': 0.36666666666666664, 'f1-score': 0.3340080971659919, 'support': 30}}"
2021-10-10 20:51:34.667044,2021-10-10 20:51:34.698287,12h,"neg_count, neu_count, pos_count",3,9,421,360,61,0.3770491803278688,"[[ 6 10  4]
 [ 1  9 12]
 [ 1 10  8]]","{'neg': {'precision': 0.75, 'recall': 0.3, 'f1-score': 0.4285714285714285, 'support': 20}, 'neu': {'precision': 0.3103448275862069, 'recall': 0.4090909090909091, 'f1-score': 0.35294117647058826, 'support': 22}, 'pos': {'precision': 0.3333333333333333, 'recall': 0.42105263157894735, 'f1-score': 0.372093023255814, 'support': 19}, 'accuracy': 0.3770491803278688, 'macro avg': {'precision': 0.46455938697318006, 'recall': 0.3767145135566188, 'f1-score': 0.3845352094326102, 'support': 61}, 'weighted avg': {'precision': 0.4616544186922932, 'recall': 0.3770491803278688, 'f1-score': 0.3837033097646226, 'support': 61}}"
2021-10-10 20:51:34.745172,2021-10-10 20:51:34.917037,4h,"neg_count, neu_count, pos_count",3,9,1269,1087,182,0.3681318681318681,"[[ 5 31 17]
 [ 8 49  9]
 [13 37 13]]","{'neg': {'precision': 0.19230769230769232, 'recall': 0.09433962264150944, 'f1-score': 0.12658227848101267, 'support': 53}, 'neu': {'precision': 0.4188034188034188, 'recall': 0.7424242424242424, 'f1-score': 0.53551912568306, 'support': 66}, 'pos': {'precision': 0.3333333333333333, 'recall': 0.20634920634920634, 'f1-score': 0.2549019607843137, 'support': 63}, 'accuracy': 0.36813186813186816, 'macro avg': {'precision': 0.3148148148148148, 'recall': 0.3477043571383194, 'f1-score': 0.3056677883161288, 'support': 182}, 'weighted avg': {'precision': 0.3232600732600733, 'recall': 0.36813186813186816, 'f1-score': 0.3192964098021286, 'support': 182}}"
2021-10-10 20:51:34.963923,2021-10-10 20:51:37.901410,1h,"neg_count, neu_count, pos_count",3,9,5085,4358,727,0.4085281980742778,"[[ 52 118  61]
 [ 35 153  64]
 [ 52 100  92]]","{'neg': {'precision': 0.37410071942446044, 'recall': 0.22510822510822512, 'f1-score': 0.2810810810810811, 'support': 231}, 'neu': {'precision': 0.4123989218328841, 'recall': 0.6071428571428571, 'f1-score': 0.4911717495987159, 'support': 252}, 'pos': {'precision': 0.423963133640553, 'recall': 0.3770491803278688, 'f1-score': 0.39913232104121477, 'support': 244}, 'accuracy': 0.40852819807427787, 'macro avg': {'precision': 0.40348759163263254, 'recall': 0.40310008752631704, 'f1-score': 0.39046171724033724, 'support': 727}, 'weighted avg': {'precision': 0.4041111404363577, 'recall': 0.40852819807427787, 'f1-score': 0.39352585551948077, 'support': 727}}"
2021-10-10 20:51:37.948296,2021-10-10 20:51:51.245159,30m,"neg_count, neu_count, pos_count",3,9,10173,8719,1454,0.4250343878954608,"[[120 197 137]
 [ 65 316 128]
 [ 80 229 182]]","{'neg': {'precision': 0.4528301886792453, 'recall': 0.2643171806167401, 'f1-score': 0.33379694019471495, 'support': 454}, 'neu': {'precision': 0.42587601078167114, 'recall': 0.6208251473477406, 'f1-score': 0.5051958433253396, 'support': 509}, 'pos': {'precision': 0.407158836689038, 'recall': 0.37067209775967414, 'f1-score': 0.38805970149253727, 'support': 491}, 'accuracy': 0.4250343878954608, 'macro avg': {'precision': 0.42862167871665147, 'recall': 0.4186048085747183, 'f1-score': 0.4090174950041973, 'support': 1454}, 'weighted avg': {'precision': 0.427971653344268, 'recall': 0.4250343878954608, 'f1-score': 0.41212228922547056, 'support': 1454}}"
2021-10-10 20:51:51.307671,2021-10-10 20:52:45.635786,15m,"neg_count, neu_count, pos_count",3,9,20349,17442,2907,0.390436876504988,"[[269 383 268]
 [216 578 256]
 [253 396 288]]","{'neg': {'precision': 0.36449864498644985, 'recall': 0.29239130434782606, 'f1-score': 0.32448733413751507, 'support': 920}, 'neu': {'precision': 0.42593957258658804, 'recall': 0.5504761904761905, 'f1-score': 0.4802658911508101, 'support': 1050}, 'pos': {'precision': 0.35467980295566504, 'recall': 0.3073639274279616, 'f1-score': 0.3293310463121784, 'support': 937}, 'accuracy': 0.390436876504988, 'macro avg': {'precision': 0.38170600684290096, 'recall': 0.3834104740839927, 'f1-score': 0.37802809053350117, 'support': 2907}, 'weighted avg': {'precision': 0.383526068102136, 'recall': 0.390436876504988, 'f1-score': 0.3823153503644223, 'support': 2907}}"
2021-10-10 20:52:45.682671,2021-10-10 21:05:13.436913,5m,"neg_count, neu_count, pos_count",3,9,61053,52331,8722,0.3549644576931896,"[[ 879 1015  944]
 [ 888 1333  843]
 [ 895 1041  884]]","{'neg': {'precision': 0.3302028549962434, 'recall': 0.3097251585623679, 'f1-score': 0.3196363636363636, 'support': 2838}, 'neu': {'precision': 0.39333136618471526, 'recall': 0.43505221932114885, 'f1-score': 0.4131411746474508, 'support': 3064}, 'pos': {'precision': 0.3309621864470236, 'recall': 0.31347517730496455, 'f1-score': 0.3219814241486068, 'support': 2820}, 'accuracy': 0.35496445769318963, 'macro avg': {'precision': 0.3514988025426608, 'recall': 0.3527508517294938, 'f1-score': 0.35158632081080704, 'support': 8722}, 'weighted avg': {'precision': 0.3526251288981785, 'recall': 0.35496445769318963, 'f1-score': 0.3532423956912245, 'support': 8722}}"
2021-10-10 21:05:13.499424,2021-10-10 21:05:13.530692,1d,"neg_count, neu_count, pos_count",4,12,208,178,30,0.3333333333333333,"[[1 6 3]
 [0 8 2]
 [3 6 1]]","{'neg': {'precision': 0.25, 'recall': 0.1, 'f1-score': 0.14285714285714288, 'support': 10}, 'neu': {'precision': 0.4, 'recall': 0.8, 'f1-score': 0.5333333333333333, 'support': 10}, 'pos': {'precision': 0.16666666666666666, 'recall': 0.1, 'f1-score': 0.125, 'support': 10}, 'accuracy': 0.3333333333333333, 'macro avg': {'precision': 0.2722222222222222, 'recall': 0.3333333333333333, 'f1-score': 0.26706349206349206, 'support': 30}, 'weighted avg': {'precision': 0.2722222222222222, 'recall': 0.3333333333333333, 'f1-score': 0.2670634920634921, 'support': 30}}"
2021-10-10 21:05:13.577552,2021-10-10 21:05:13.608791,12h,"neg_count, neu_count, pos_count",4,12,420,360,60,0.4333333333333333,"[[ 5  2  7]
 [ 8 14  6]
 [ 5  6  7]]","{'neg': {'precision': 0.2777777777777778, 'recall': 0.35714285714285715, 'f1-score': 0.31250000000000006, 'support': 14}, 'neu': {'precision': 0.6363636363636364, 'recall': 0.5, 'f1-score': 0.56, 'support': 28}, 'pos': {'precision': 0.35, 'recall': 0.3888888888888889, 'f1-score': 0.36842105263157887, 'support': 18}, 'accuracy': 0.43333333333333335, 'macro avg': {'precision': 0.42138047138047136, 'recall': 0.41534391534391535, 'f1-score': 0.4136403508771929, 'support': 60}, 'weighted avg': {'precision': 0.4667845117845118, 'recall': 0.43333333333333335, 'f1-score': 0.44477631578947374, 'support': 60}}"
2021-10-10 21:05:13.671304,2021-10-10 21:05:13.843162,4h,"neg_count, neu_count, pos_count",4,12,1268,1086,182,0.4065934065934066,"[[10 23 21]
 [ 7 51 16]
 [12 29 13]]","{'neg': {'precision': 0.3448275862068966, 'recall': 0.18518518518518517, 'f1-score': 0.24096385542168677, 'support': 54}, 'neu': {'precision': 0.49514563106796117, 'recall': 0.6891891891891891, 'f1-score': 0.5762711864406779, 'support': 74}, 'pos': {'precision': 0.26, 'recall': 0.24074074074074073, 'f1-score': 0.25, 'support': 54}, 'accuracy': 0.4065934065934066, 'macro avg': {'precision': 0.36665773909161925, 'recall': 0.37170503837170504, 'f1-score': 0.35574501395412156, 'support': 182}, 'weighted avg': {'precision': 0.3807772876604481, 'recall': 0.4065934065934066, 'f1-score': 0.37997865928231456, 'support': 182}}"
2021-10-10 21:05:13.890049,2021-10-10 21:05:16.686912,1h,"neg_count, neu_count, pos_count",4,12,5084,4357,727,0.3975240715268225,"[[ 36 102  93]
 [ 26 158  79]
 [ 42  96  95]]","{'neg': {'precision': 0.34615384615384615, 'recall': 0.15584415584415584, 'f1-score': 0.21492537313432838, 'support': 231}, 'neu': {'precision': 0.4438202247191011, 'recall': 0.6007604562737643, 'f1-score': 0.5105008077544426, 'support': 263}, 'pos': {'precision': 0.35580524344569286, 'recall': 0.40772532188841204, 'f1-score': 0.38, 'support': 233}, 'accuracy': 0.39752407152682256, 'macro avg': {'precision': 0.38192643810621335, 'recall': 0.3881099780021107, 'f1-score': 0.36847539362959036, 'support': 727}, 'weighted avg': {'precision': 0.3845789261148672, 'recall': 0.39752407152682256, 'f1-score': 0.37475856070625624, 'support': 727}}"
2021-10-10 21:05:16.749426,2021-10-10 21:05:29.405662,30m,"neg_count, neu_count, pos_count",4,12,10172,8718,1454,0.3954607977991747,"[[117 213 132]
 [ 88 286 129]
 [ 86 231 172]]","{'neg': {'precision': 0.4020618556701031, 'recall': 0.2532467532467532, 'f1-score': 0.3107569721115538, 'support': 462}, 'neu': {'precision': 0.3917808219178082, 'recall': 0.5685884691848907, 'f1-score': 0.4639091646390917, 'support': 503}, 'pos': {'precision': 0.3972286374133949, 'recall': 0.35173824130879344, 'f1-score': 0.37310195227765725, 'support': 489}, 'accuracy': 0.3954607977991747, 'macro avg': {'precision': 0.39702377166710207, 'recall': 0.3911911545801458, 'f1-score': 0.3825893630094343, 'support': 1454}, 'weighted avg': {'precision': 0.39687973482764466, 'recall': 0.3954607977991747, 'f1-score': 0.3847062486882912, 'support': 1454}}"
2021-10-10 21:05:29.468173,2021-10-10 21:06:22.421290,15m,"neg_count, neu_count, pos_count",4,12,20348,17441,2907,0.4007567939456484,"[[280 320 289]
 [232 531 284]
 [257 360 354]]","{'neg': {'precision': 0.3641092327698309, 'recall': 0.31496062992125984, 'f1-score': 0.33775633293124246, 'support': 889}, 'neu': {'precision': 0.4384805945499587, 'recall': 0.5071633237822349, 'f1-score': 0.47032772364924713, 'support': 1047}, 'pos': {'precision': 0.3818770226537217, 'recall': 0.364572605561277, 'f1-score': 0.37302423603793466, 'support': 971}, 'accuracy': 0.40075679394564845, 'macro avg': {'precision': 0.3948222833245037, 'recall': 0.39556551975492393, 'f1-score': 0.3937027642061414, 'support': 2907}, 'weighted avg': {'precision': 0.3968300238813038, 'recall': 0.40075679394564845, 'f1-score': 0.39728415542809453, 'support': 2907}}"
2021-10-10 21:06:22.468182,2021-10-10 21:21:34.140041,5m,"neg_count, neu_count, pos_count",4,12,61052,52330,8722,0.3734235267140564,"[[ 842 1067  941]
 [ 794 1462  873]
 [ 822  968  953]]","{'neg': {'precision': 0.3425549227013832, 'recall': 0.29543859649122806, 'f1-score': 0.31725697061039937, 'support': 2850}, 'neu': {'precision': 0.4180726336860166, 'recall': 0.46724193032917866, 'f1-score': 0.44129188047087237, 'support': 3129}, 'pos': {'precision': 0.34441633538127936, 'recall': 0.34742982136347067, 'f1-score': 0.34591651542649726, 'support': 2743}, 'accuracy': 0.37342352671405643, 'macro avg': {'precision': 0.36834796392289304, 'recall': 0.37003678272795915, 'f1-score': 0.3681551221692563, 'support': 8722}, 'weighted avg': {'precision': 0.37023214955897016, 'recall': 0.37342352671405643, 'f1-score': 0.3707674457748085, 'support': 8722}}"
2021-10-10 21:21:34.218174,2021-10-10 21:21:34.249420,1d,"neg_count, neu_count, pos_count",5,15,207,177,30,0.3666666666666666,"[[0 6 3]
 [4 8 1]
 [2 3 3]]","{'neg': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 9}, 'neu': {'precision': 0.47058823529411764, 'recall': 0.6153846153846154, 'f1-score': 0.5333333333333333, 'support': 13}, 'pos': {'precision': 0.42857142857142855, 'recall': 0.375, 'f1-score': 0.39999999999999997, 'support': 8}, 'accuracy': 0.36666666666666664, 'macro avg': {'precision': 0.29971988795518206, 'recall': 0.3301282051282051, 'f1-score': 0.3111111111111111, 'support': 30}, 'weighted avg': {'precision': 0.31820728291316525, 'recall': 0.36666666666666664, 'f1-score': 0.3377777777777778, 'support': 30}}"
2021-10-10 21:21:34.296306,2021-10-10 21:21:34.343169,12h,"neg_count, neu_count, pos_count",5,15,419,359,60,0.3166666666666666,"[[ 3 12  7]
 [ 3 13  5]
 [ 2 12  3]]","{'neg': {'precision': 0.375, 'recall': 0.13636363636363635, 'f1-score': 0.19999999999999998, 'support': 22}, 'neu': {'precision': 0.35135135135135137, 'recall': 0.6190476190476191, 'f1-score': 0.4482758620689656, 'support': 21}, 'pos': {'precision': 0.2, 'recall': 0.17647058823529413, 'f1-score': 0.18750000000000003, 'support': 17}, 'accuracy': 0.31666666666666665, 'macro avg': {'precision': 0.30878378378378374, 'recall': 0.3106272812155165, 'f1-score': 0.27859195402298853, 'support': 60}, 'weighted avg': {'precision': 0.31713963963963965, 'recall': 0.31666666666666665, 'f1-score': 0.28335488505747125, 'support': 60}}"
2021-10-10 21:21:34.390057,2021-10-10 21:21:34.577540,4h,"neg_count, neu_count, pos_count",5,15,1267,1086,181,0.3646408839779005,"[[ 9 28  5]
 [15 43 13]
 [17 37 14]]","{'neg': {'precision': 0.21951219512195122, 'recall': 0.21428571428571427, 'f1-score': 0.21686746987951805, 'support': 42}, 'neu': {'precision': 0.39814814814814814, 'recall': 0.6056338028169014, 'f1-score': 0.4804469273743017, 'support': 71}, 'pos': {'precision': 0.4375, 'recall': 0.20588235294117646, 'f1-score': 0.28, 'support': 68}, 'accuracy': 0.36464088397790057, 'macro avg': {'precision': 0.3517201144233664, 'recall': 0.34193395668126403, 'f1-score': 0.3257714657512733, 'support': 181}, 'weighted avg': {'precision': 0.3714808326720468, 'recall': 0.36464088397790057, 'f1-score': 0.3439788153509126, 'support': 181}}"
2021-10-10 21:21:34.624424,2021-10-10 21:21:37.624392,1h,"neg_count, neu_count, pos_count",5,15,5083,4356,727,0.4291609353507565,"[[ 52  92  77]
 [ 35 160  71]
 [ 34 106 100]]","{'neg': {'precision': 0.4297520661157025, 'recall': 0.23529411764705882, 'f1-score': 0.304093567251462, 'support': 221}, 'neu': {'precision': 0.44692737430167595, 'recall': 0.6015037593984962, 'f1-score': 0.5128205128205128, 'support': 266}, 'pos': {'precision': 0.4032258064516129, 'recall': 0.4166666666666667, 'f1-score': 0.4098360655737705, 'support': 240}, 'accuracy': 0.42916093535075656, 'macro avg': {'precision': 0.4266350822896638, 'recall': 0.4178215145707406, 'f1-score': 0.4089167152152484, 'support': 727}, 'weighted avg': {'precision': 0.42727934212407587, 'recall': 0.42916093535075656, 'f1-score': 0.41537220152755766, 'support': 727}}"
2021-10-10 21:21:37.686896,2021-10-10 21:21:51.061916,30m,"neg_count, neu_count, pos_count",5,15,10171,8718,1453,0.4143152099105299,"[[113 157 174]
 [100 306 134]
 [103 183 183]]","{'neg': {'precision': 0.3575949367088608, 'recall': 0.2545045045045045, 'f1-score': 0.29736842105263156, 'support': 444}, 'neu': {'precision': 0.47368421052631576, 'recall': 0.5666666666666667, 'f1-score': 0.5160202360876898, 'support': 540}, 'pos': {'precision': 0.3727087576374745, 'recall': 0.39019189765458423, 'f1-score': 0.38125, 'support': 469}, 'accuracy': 0.41431520991052995, 'macro avg': {'precision': 0.40132930162421704, 'recall': 0.4037876896085851, 'f1-score': 0.3982128857134404, 'support': 1453}, 'weighted avg': {'precision': 0.4056173660804682, 'recall': 0.41431520991052995, 'f1-score': 0.4057045811663599, 'support': 1453}}"
2021-10-10 21:21:51.108799,2021-10-10 21:22:46.343166,15m,"neg_count, neu_count, pos_count",5,15,20347,17440,2907,0.3959408324733402,"[[248 392 269]
 [204 581 245]
 [221 425 322]]","{'neg': {'precision': 0.3684992570579495, 'recall': 0.27282728272827284, 'f1-score': 0.31352718078381797, 'support': 909}, 'neu': {'precision': 0.4155937052932761, 'recall': 0.5640776699029126, 'f1-score': 0.47858319604612853, 'support': 1030}, 'pos': {'precision': 0.38516746411483255, 'recall': 0.33264462809917356, 'f1-score': 0.3569844789356984, 'support': 968}, 'accuracy': 0.3959408324733402, 'macro avg': {'precision': 0.38975347548868605, 'recall': 0.38984986024345303, 'f1-score': 0.3830316185885483, 'support': 2907}, 'weighted avg': {'precision': 0.39073596366732316, 'recall': 0.3959408324733402, 'f1-score': 0.3864801771137802, 'support': 2907}}"
2021-10-10 21:22:46.405677,2021-10-10 21:42:36.491658,5m,"neg_count, neu_count, pos_count",5,15,61051,52329,8722,0.3628754872735611,"[[ 828 1078  873]
 [ 827 1467  853]
 [ 865 1061  870]]","{'neg': {'precision': 0.32857142857142857, 'recall': 0.2979489024829075, 'f1-score': 0.31251179467824114, 'support': 2779}, 'neu': {'precision': 0.4068219633943428, 'recall': 0.4661582459485224, 'f1-score': 0.43447356730342074, 'support': 3147}, 'pos': {'precision': 0.33513097072419107, 'recall': 0.3111587982832618, 'f1-score': 0.32270029673590506, 'support': 2796}, 'accuracy': 0.3628754872735611, 'macro avg': {'precision': 0.3568414542299874, 'recall': 0.3584219822382306, 'f1-score': 0.356561886239189, 'support': 8722}, 'weighted avg': {'precision': 0.35890792397922894, 'recall': 0.3628754872735611, 'f1-score': 0.3597831487489438, 'support': 8722}}"
2021-10-10 21:42:36.569788,2021-10-10 21:42:36.601032,1d,"neg_count, neu_count, pos_count",6,18,206,176,30,0.3333333333333333,"[[3 4 1]
 [4 4 3]
 [3 5 3]]","{'neg': {'precision': 0.3, 'recall': 0.375, 'f1-score': 0.33333333333333326, 'support': 8}, 'neu': {'precision': 0.3076923076923077, 'recall': 0.36363636363636365, 'f1-score': 0.33333333333333337, 'support': 11}, 'pos': {'precision': 0.42857142857142855, 'recall': 0.2727272727272727, 'f1-score': 0.33333333333333326, 'support': 11}, 'accuracy': 0.3333333333333333, 'macro avg': {'precision': 0.34542124542124547, 'recall': 0.3371212121212121, 'f1-score': 0.3333333333333333, 'support': 30}, 'weighted avg': {'precision': 0.34996336996337, 'recall': 0.3333333333333333, 'f1-score': 0.3333333333333333, 'support': 30}}"
2021-10-10 21:42:36.647914,2021-10-10 21:42:36.694781,12h,"neg_count, neu_count, pos_count",6,18,418,358,60,0.4333333333333333,"[[ 9  4  3]
 [ 3 12  4]
 [ 7 13  5]]","{'neg': {'precision': 0.47368421052631576, 'recall': 0.5625, 'f1-score': 0.5142857142857142, 'support': 16}, 'neu': {'precision': 0.41379310344827586, 'recall': 0.631578947368421, 'f1-score': 0.5, 'support': 19}, 'pos': {'precision': 0.4166666666666667, 'recall': 0.2, 'f1-score': 0.2702702702702703, 'support': 25}, 'accuracy': 0.43333333333333335, 'macro avg': {'precision': 0.43471466021375277, 'recall': 0.4646929824561403, 'f1-score': 0.4281853281853281, 'support': 60}, 'weighted avg': {'precision': 0.430961383343416, 'recall': 0.43333333333333335, 'f1-score': 0.4080888030888031, 'support': 60}}"
2021-10-10 21:42:36.741671,2021-10-10 21:42:36.929154,4h,"neg_count, neu_count, pos_count",6,18,1266,1085,181,0.3867403314917127,"[[10 20 19]
 [11 43 15]
 [16 30 17]]","{'neg': {'precision': 0.2702702702702703, 'recall': 0.20408163265306123, 'f1-score': 0.23255813953488372, 'support': 49}, 'neu': {'precision': 0.46236559139784944, 'recall': 0.6231884057971014, 'f1-score': 0.5308641975308641, 'support': 69}, 'pos': {'precision': 0.3333333333333333, 'recall': 0.2698412698412698, 'f1-score': 0.2982456140350877, 'support': 63}, 'accuracy': 0.3867403314917127, 'macro avg': {'precision': 0.35532306500048433, 'recall': 0.3657037694304775, 'f1-score': 0.35388931703361187, 'support': 181}, 'weighted avg': {'precision': 0.3654501052469329, 'recall': 0.3867403314917127, 'f1-score': 0.36914061961905775, 'support': 181}}"
2021-10-10 21:42:36.976039,2021-10-10 21:42:39.866663,1h,"neg_count, neu_count, pos_count",6,18,5082,4356,726,0.3925619834710744,"[[ 36 126  61]
 [ 33 157  55]
 [ 34 132  92]]","{'neg': {'precision': 0.34951456310679613, 'recall': 0.16143497757847533, 'f1-score': 0.22085889570552147, 'support': 223}, 'neu': {'precision': 0.3783132530120482, 'recall': 0.6408163265306123, 'f1-score': 0.47575757575757577, 'support': 245}, 'pos': {'precision': 0.4423076923076923, 'recall': 0.35658914728682173, 'f1-score': 0.39484978540772536, 'support': 258}, 'accuracy': 0.3925619834710744, 'macro avg': {'precision': 0.3900451694755122, 'recall': 0.3862801504653031, 'f1-score': 0.36382208562360757, 'support': 726}, 'weighted avg': {'precision': 0.3922091999671514, 'recall': 0.3925619834710744, 'f1-score': 0.3687098959202899, 'support': 726}}"
2021-10-10 21:42:39.929163,2021-10-10 21:42:52.882255,30m,"neg_count, neu_count, pos_count",6,18,10170,8717,1453,0.3867859600825877,"[[109 211 166]
 [ 87 288 148]
 [ 92 187 165]]","{'neg': {'precision': 0.3784722222222222, 'recall': 0.2242798353909465, 'f1-score': 0.28165374677002586, 'support': 486}, 'neu': {'precision': 0.4198250728862974, 'recall': 0.5506692160611855, 'f1-score': 0.47642679900744417, 'support': 523}, 'pos': {'precision': 0.3444676409185804, 'recall': 0.3716216216216216, 'f1-score': 0.35752979414951247, 'support': 444}, 'accuracy': 0.38678596008258775, 'macro avg': {'precision': 0.38092164534236667, 'recall': 0.3821902243579179, 'f1-score': 0.3718701133089941, 'support': 1453}, 'weighted avg': {'precision': 0.3829660328199472, 'recall': 0.38678596008258775, 'f1-score': 0.37494712003682684, 'support': 1453}}"
2021-10-10 21:42:52.944783,2021-10-10 21:43:47.929156,15m,"neg_count, neu_count, pos_count",6,18,20346,17439,2907,0.3938768489852081,"[[241 389 285]
 [193 600 238]
 [228 429 304]]","{'neg': {'precision': 0.3640483383685801, 'recall': 0.2633879781420765, 'f1-score': 0.3056436271401395, 'support': 915}, 'neu': {'precision': 0.4231311706629055, 'recall': 0.5819592628516004, 'f1-score': 0.4899959167006942, 'support': 1031}, 'pos': {'precision': 0.3675937122128174, 'recall': 0.31633714880332986, 'f1-score': 0.3400447427293065, 'support': 961}, 'accuracy': 0.39387684898520814, 'macro avg': {'precision': 0.3849244070814343, 'recall': 0.38722812993233563, 'f1-score': 0.3785614288567134, 'support': 2907}, 'weighted avg': {'precision': 0.38617475885697417, 'recall': 0.39387684898520814, 'f1-score': 0.382398591921055, 'support': 2907}}"
2021-10-10 21:43:47.991665,2021-10-10 22:05:54.133602,5m,"neg_count, neu_count, pos_count",6,18,61050,52328,8722,0.3768631047924788,"[[ 914 1046  866]
 [ 869 1487  728]
 [ 902 1024  886]]","{'neg': {'precision': 0.3404096834264432, 'recall': 0.32342533616418967, 'f1-score': 0.33170023589185266, 'support': 2826}, 'neu': {'precision': 0.41804891762721397, 'recall': 0.48216601815823606, 'f1-score': 0.4478241228730613, 'support': 3084}, 'pos': {'precision': 0.357258064516129, 'recall': 0.3150782361308677, 'f1-score': 0.33484504913076346, 'support': 2812}, 'accuracy': 0.3768631047924788, 'macro avg': {'precision': 0.3719055551899287, 'recall': 0.37355653015109785, 'f1-score': 0.37145646929855913, 'support': 8722}, 'weighted avg': {'precision': 0.3732940042128882, 'recall': 0.3768631047924788, 'f1-score': 0.3737742191844306, 'support': 8722}}"
